mothafuckin,19
duck,19
D12,19
New,19
iller,19
motherfucking,19
fifth,19
flames,19
human,19
Nigga,19
popped,19
mile,19
beats,19
turns,19
Michael,19
plastic,19
bought,19
theyll,19
hurts,19
nine,19
Looking,19
venom,19
damage,19
walking,19
busy,19
ok,19
arms,19
blowin,19
asleep,19
Can-i-bitch,19
problems,19
couldve,19
peace,19
trunk,19
everyday,19
pistol,19
[Gary:],19
Up,19
medicine,18
retarded,18
shouldve,18
prick,18
murdered,18
Americans,18
313,18
himself,18
acid,18
size,18
green,18
grown,18
teeth,18
careful,18
nut,18
yesterday,18
dicks,18
rage,18
cryin,18
fired,18
skills,18
tough,18
cross,18
Infinite,18
circus,18
soldier,18
gives,18
Cmon,18
[scratches],18
Whoops,18
Dear,18
strapped,18
chuba,18
jack,18
cum,18
nah,18
curse,18
Out,18
hoe,18
bang,18
crib,18
Hook,18
tie,18
2:],18
tits,18
moms,18
dollars,18
yea,18
honest,18
J,18
Paul,18
ate,18
pole,18
honey,18
Sorry,18
weight,18
static,18
aim,18
upset,17
hearts,17
Da,17
‘Cause,17
waiting,17
goddamn,17
self,17
begin,17
test,17
swing,17
letter,17
sitting,17
mistake,17
faith,17
percent,17
dare,17
conscience,17
Tryna,17
nights,17
spin,17
plane,17
Evil,17
[],17
mommy,17
rope,17
promise,17
Maxine:,17
Did,17
pencil,17
opportunity,17
clean,17
steps,17
Ask,17
edge,17
mornin,17
blind,17
dreams,17
Suck,17
ice,17
tracks,17
lift,17
waitin,17
brand,17
standing,17
list,17
Heres,17
proud,17
watchin,17
gay,17
wheres,17
bedroom,17
became,17
CRIMINAL,17
Jack,17
expect,17
short,17
wondering,17
blows,17
sounds,17
dig,17
bathroom,17
wet,17
legacy,17
faggots,17
Ya,17
1:,17
D,17
Wheres,17
guts,17
platinum,17
reminds,17
weapon,17
telling,17
Went,17
youth,17
moving,17
whip,17
Christmas,17
born,17
porch,17
looked,16
Stepdad,16
Kid,16
marijuana,16
vest,16
waste,16
killin,16
fifteen,16
Pain,16
ma,16
Rap,16
lick,16
class,16
demons,16
Perhaps,16
wipe,16
Our,16
fist,16
table,16
Daddys,16
Itll,16
Denaun:,16
Uncontrollably,16
Without,16
tiki,16
fuuuuuck,16
blades,16
cars,16
10,16
9,16
working,16
Left,16
magazine,16
King,16
citizen,16
upon,16
chill,16
apple,16
Must,16
Doing,16
shows,16
holding,16
Brain,16
thatll,16
scene,16
crime,16
Ronnie,16
falling,16
pair,16
clears,16
stack,16
hittin,16
Feels,16
smilin,16
grade,16
build,16
era,16
smokin,16
cop,16
eatin,16
teacher,16
chair,16
bound,16
bare,16
awake,16
mental,16
poor,16
sun,16
higher,16
choice,16
[50,16
lifetime,16
engine,16
Rock,16
ladies,16
Love,16
Thinking,16
stole,16
fifty,16
Bobby,16
layin,16
mushrooms,16
biggest,16
shoulda,16
glue,16
throwin,15
cunt,15
Wont,15
couch,15
trapped,15
knocked,15
shout,15
third,15
Blood,15
[CHORUS],15
Dogg,15
stops,15
hook,15
sucked,15
earth,15
Once,15
dress,15
bags,15
played,15
dawg,15
niggaz,15
orange,15
carpet,15
Dre],15
puke,15
coulda,15
blown,15
sat,15
weird,15
order,15
Woo,15
teas,15
dough,15
Bad,15
favorite,15
lucky,15
office,15
grass,15
jumped,15
droppin,15
hat,15
pregnant,15
Feel,15
bully,15
violent,15
controversy,15
minds,15
husband,15
shootin,15
bridge,15
feed,15
climb,15
vodka,15
square,15
weather,15
Aftermath,15
Bill,15
clock,15
anger,15
anyway,15
Bizarre,15
shoulders,15
Ever,15
toe,15
sexy,15
skill,15
force,15
West:],15
share,15
mess,15
apologies,15
bear,15
momentum,15
special,15
chicken,15
flat,15
woo,15
dang,15
spread,15
paid,15
reckless,15
shoulder,15
laughing,15
grabbed,15
stepped,15
lonely,15
mode,15
fool,15
Women,15
proof,15
mood,15
holla,15
dollar,15
flowers,15
dogs,15
date,15
thin,15
flows,15
soft,15
regrets,15
killing,15
strength,15
repeat,15
sins,15
whack,15
desk,14
space,14
married,14
Stay,14
Mile,14
taken,14
blade,14
pressure,14
page,14
flipped,14
entire,14
keys,14
oughtta,14
jeans,14
Kelly,14
Bitches,14
evening,14
walks,14
ears,14
loved,14
rack,14
hungry,14
support,14
filled,14
albums,14
heavy,14
Jay,14
ceiling,14
tip,14
missed,14
cap,14
exactly,14
Excuse,14
pullin,14
imitating,14
children,14
truck,14
girlfriend,14
Adrenaline,14
6,14
rolling,14
Eminem:,14
Always,14
instead,14
Shut,14
shove,14
bum,14
palms,14
mics,14
pieces,14
struggle,14
very,14
pretend,14
Wake,14
trust,14
pocket,14
plus,14
color,14
strip,14
Source,14
Venom,14
pride,14
Day,14
suicide,14
needed,14
strap,14
de,14
protect,14
basement,14
plate,14
form,14
Ayo,14
daughters,14
post,14
lifes,14
offended,14
fresh,14
laying,14
buzz,14
mud,14
ink,14
[Dre],14
bananas,14
boss,13
thirty,13
Youve,13
backwards,13
drivin,13
age,13
jerk,13
driving,13
spent,13
x2],13
CD,13
asses,13
scary,13
welcome,13
smacked,13
tragic,13
agree,13
tube,13
Welcome,13
toilet,13
owe,13
Somebody,13
[Proof],13
lawn,13
finished,13
crash,13
raped,13
team,13
violence,13
shotgun,13
Christ,13
Last,13
suit,13
Should,13
plot,13
Everyone,13
angry,13
cmon,13
[chorus],13
mention,13
homies,13
shoe,13
thrown,13
raised,13
bow,13
gangsta,13
food,13
Rejoice,13
forth,13
itd,13
tha,13
wearing,13
movin,13
wash,13
Bob,13
whether,13
Bodies,13
torture,13
onto,13
views,13
4,13
pushed,13
slash,13
Long,13
tied,13
imagine,13
Another,13
birthday,13
wave,13
Ohh,13
buried,13
luck,13
usually,13
stare,13
Ballin,13
Started,13
Slaughterhouse,13
An,13
lock,13
flying,13
UP,13
smoking,13
letters,13
lies,13
Find,13
race,13
girlfriends,13
quiet,13
spark,13
sweat,13
deserve,13
lack,13
calls,13
Inside,13
patience,13
Killer,13
season,13
Thank,13
rape,13
ayy,13
lying,13
drag,13
Wouldnt,13
microphone,13
beer,13
tongue,13
n,13
everytime,13
Biggie,13
raw,13
smart,13
Jay-Z,13
Boy,13
drove,13
Trice,13
About,13
country,13
Everything,13
shock,13
rapping,12
voices,12
tank,12
difference,12
Kaniff,12
attempt,12
John,12
hotel,12
thick,12
trick,12
erra,12
movie,12
genius,12
psycho,12
except,12
elevator,12
simple,12
[Intro],12
route,12
Middle,12
Would,12
Las,12
nasty,12
happenin,12
mentally,12
stopped,12
Hope,12
stomped,12
Quit,12
Aight,12
gym,12
crush,12
melt,12
below,12
given,12
drank,12
Bye-bye,12
Woah,12
Half,12
bird,12
cuss,12
caged,12
mix,12
doors,12
thunder,12
lied,12
bye,12
video,12
tries,12
stands,12
grows,12
Yah,12
report,12
hanging,12
sight,12
bass,12
row,12
blunt,12
mommas,12
Nothing,12
nightmare,12
Dogg],12
FUCK,12
Stick,12
Lookin,12
Made,12
stood,12
choked,12
cover,12
fate,12
inch,12
dyin,12
offend,12
assault,12
chorus,12
using,12
eighty,12
perfect,12
Andre,12
criminal,12
lungs,12
rid,12
yoooo,12
Run,12
backs,12
YOU,12
helps,12
Life,12
works,12
X,12
Jumped,12
target,12
quite,12
deaf,12
copy,12
ruined,12
mourn,12
trip,12
swag,12
elses,12
calm,12
lyric,12
jaws,12
Livin,12
struck,12
relax,12
sht,12
reality,12
twelve,12
jam,12
3:,12
Homie,12
3:],12
shop,12
askin,12
kidding,12
pile,12
Dres,12
walkin,12
suddenly,12
suffer,12
CHORUS,12
City,12
sister,12
Listen,12
cheese,12
Into,12
yellin,12
Money,12
kickin,12
Soon,12
gunna,12
freeze,12
planet,12
ugly,12
sleepin,12
concert,12
secret,12
Sayin,12
hates,12
Talkin,12
Hollywood,12
bucks,12
jaw,12
bottles,12
Jade,12
beside,12
art,12
sittin,12
rings,12
moon,12
yell,12
Dirty,12
wreck,12
mothafucka,12
situation,12
dirty,12
Dozen,12
metal,12
Next,12
warm,12
rotten,12
kitchen,11
First,11
lane,11
position,11
wine,11
attitude,11
fag,11
AHHH,11
911,11
Die,11
villain,11
attacks,11
backstabber,11
taught,11
Kick,11
Especially,11
rise,11
E,11
lip,11
G-Unit,11
background,11
Denaun,11
whenever,11
rewind,11
shave,11
Young,11
razor,11
price,11
Crazy,11
stars,11
poke,11
respond,11
pot,11
drippin,11
hour,11
sucker,11
Ahh,11
[Em],11
watching,11
callin,11
AIDS,11
Fucking,11
caused,11
Reeves,11
fart,11
Nick,11
wasted,11
Hold,11
mixed,11
Used,11
avoid,11
tail,11
lyin,11
bucket,11
bombs,11
decide,11
spittin,11
squeeze,11
feelings,11
frozen,11
thanks,11
Came,11
grand,11
regular,11
dinner,11
breaks,11
river,11
Really,11
trees,11
lust,11
private,11
zone,11
eh,11
dump,11
Cut,11
draw,11
gentlemen,11
wherever,11
bastard,11
Music,11
crown,11
message,11
zero,11
toward,11
gangstas,11
learned,11
flash,11
nuttin,11
stickin,11
animal,11
matters,11
stink,11
won,11
Eat,11
dip,11
ghetto,11
Whitey,11
mark,11
product,11
main,11
flyin,11
packed,11
lyrically,11
Somethin,11
reaction,11
Nas,11
certain,11
bringin,11
Vanilla,11
Satan,11
clue,11
sack,11
torn,11
claim,11
Said,11
enemies,11
Know,11
level,11
wearin,11
holy,11
Smoke,11
growing,11
destruction,11
fence,11
Cent,11
opinion,11
broad,11
dear,11
sho,11
argue,11
Than,11
victim,11
Wow,11
mo,11
Limp,11
giant,10
funeral,10
sleeping,10
image,10
forgive,10
miles,10
grave,10
smash,10
meat,10
miracle,10
stomp,10
dissed,10
station,10
Snoop,10
player,10
Tylenol,10
responsible,10
spirit,10
stoppin,10
Step,10
Thinkin,10
health,10
slapped,10
Ken,10
moved,10
seed,10
Kill,10
describe,10
Whose,10
Gave,10
drown,10
skip,10
competition,10
thugs,10
Green,10
losing,10
Connecticut,10
court,10
hung,10
MTV,10
iron,10
notice,10
combination,10
usin,10
plans,10
van,10
loaded,10
Bane,10
headed,10
sellin,10
laughter,10
lately,10
rubbers,10
daddys,10
holdin,10
beginning,10
clip,10
seeing,10
wheel,10
Steve,10
Cent:],10
Didnt,10
teach,10
impossible,10
serious,10
25,10
Head,10
bend,10
Either,10
fo,10
bounce,10
condom,10
Ladies,10
ridiculous,10
bury,10
ends,10
Niggas,10
spitting,10
lap,10
parking,10
havent,10
purpose,10
D-12,10
Set,10
disease,10
grin,10
pussies,10
lean,10
itself,10
mall,10
cell,10
rear,10
riding,10
slept,10
arent,10
curb,10
snake,10
Elvis,10
drops,10
gang,10
ive,10
Round,10
circle,10
washin,10
da-da,10
juice,10
Sick,10
LP,10
puts,10
artist,10
bent,10
Has,10
industry,10
flee,10
gift,10
stepping,10
sniff,10
Such,10
heaven,10
began,10
harm,10
wood,10
dry,10
Show,10
sand,10
actin,10
,10
Rule,10
Tupac,10
furnace,10
center,10
likes,10
patient,10
washed,10
truly,10
Uncle,10
Kids,10
spend,10
sea,10
dawn,10
90,10
AK,10
Almost,10
travel,10
flippin,10
Doody,10
burning,10
drama,10
fools,10
showed,10
breathin,10
sucks,10
Real,10
Benzino,10
Drugs,10
stress,10
None,10
sporadic,10
risk,10
questions,10
steel,10
shine,10
woah,10
sentence,10
disappeared,10
belt,10
writers,10
sticks,10
shitty,10
Da-da,10
stones,10
pound,10
werent,10
group,10
trigger,10
starin,10
vibe,10
Bonnie,10
bank,10
media,10
dudes,10
month,10
chips,10
stronger,10
bullet,10
snare,10
Sunday,10
remorse,10
Though,10
rocks,10
worry,10
settle,10
DJ,10
awful,10
upper,9
chopped,9
studio,9
Bagpipes,9
[Hook:],9
knee,9
huge,9
brothers,9
somewhere,9
Grabbed,9
swallowed,9
wounds,9
Dee,9
addicted,9
suckin,9
Kamikaze,9
wrist,9
bones,9
junior,9
baghdad,9
pink,9
James,9
Hate,9
freeway,9
ocean,9
opposite,9
females,9
aswell,9
Na,9
Youd,9
hearing,9
burst,9
wallet,9
sissy,9
idol,9
cheat,9
board,9
facts,9
chicks,9
slip,9
leg,9
themselves,9
cute,9
Mary,9
Legacy,9
Ricky,9
happening,9
growin,9
decided,9
original,9
lover,9
stable,9
carried,9
mustve,9
Grady,9
Shoot,9
Caught,9
law,9
beast,9
skull,9
Someone,9
attacked,9
tall,9
Son,9
rate,9
Party,9
cuts,9
yard,9
flag,9
seein,9
trade,9
sudden,9
dynamite,9
Took,9
windows,9
vocal,9
Check,9
[x4],9
Follow,9
hooked,9
fits,9
aside,9
bitten,9
45,9
sheep,9
NO,9
prolly,9
nervous,9
Trice],9
circles,9
changing,9
Fame,9
souls,9
pretending,9
relapse,9
However,9
per,9
bodies,9
tinted,9
fair,9
speaking,9
Yea,9
rolled,9
history,9
cloud,9
fix,9
cheek,9
bump,9
crumble,9
energy,9
More,9
fck,9
Wayne,9
complex,9
drum,9
drowning,9
Marsh,9
jacket,9
Gonna,9
castle,9
Monday,9
maniac,9
action,9
garbage,9
Leave,9
Walk,9
boyfriend,9
storm,9
join,9
sneak,9
relate,9
steady,9
sore,9
kamikaze,9
shaking,9
positive,9
cards,9
curtains,9
future,9
fuel,9
Tricky,9
Dum,9
May,9
diamond,9
script,9
lighter,9
President,9
Bizkit,9
Holy,9
mission,9
doc,9
fish,9
sucking,9
gloves,9
kicking,9
Ok,9
slide,9
skies,9
scratched,9
syllables,9
Screamin,9
quicker,9
buzzin,9
tempted,9
super,9
abortion,9
Blow,9
snortin,9
beg,9
fightin,9
Stuck,9
anyways,9
lake,9
{Just,9
snatch,9
within,9
plain,9
Jason,9
pace,9
praying,9
uh-huh,9
bus,9
Touch,9
Slap,9
endings,9
unless,9
ridin,9
cost,9
Fire,9
laughed,9
Gs,9
choose,9
clown,9
alcoholic,9
ahhh,9
chapter,9
jumpin,9
Billy,9
Ron,9
hello,9
par,9
basket,9
Ford,9
spinnin,9
clocks,9
joint,9
demon,9
stone,9
stacked,9
fluid,9
exact,9
obvious,9
World,9
[verse,9
heads,9
represent,9
vomit,9
flight,9
flesh,9
grindin,9
stopping,9
Pop,9
twist,9
spine,9
sake,9
twin,9
tears,9
Watch,9
shape,9
chains,9
chainsaw,9
Other,9
Aiyyo,9
berserk,8
operate,8
wrists,8
Wit,8
wicked,8
brick,8
mercy,8
influence,8
possess,8
tea,8
Ohhhohhh,8
flew,8
constant,8
Twenty-five,8
explode,8
sword,8
Marilyn,8
[Teller],8
hed,8
ur,8
serving,8
bitchin,8
gate,8
strep,8
puppet,8
Deshaun,8
skeletons,8
creepin,8
also,8
Saw,8
mans,8
cleanin,8
shovel,8
Point,8
humble,8
moves,8
English,8
R,8
Repeat,8
ima,8
Drop,8
